time,best_bid,best_ask
1631435294.179324,180.68000000,180.69000000
1631435294.2793741,180.68000000,180.69000000
1631435294.379328,180.68000000,180.69000000
1631435294.479278,180.68000000,180.69000000
1631435294.579489,180.68000000,180.69000000
1631435294.679351,180.68000000,180.69000000
1631435294.794039,180.68000000,180.69000000
1631435294.929227,180.68000000,180.69000000
1631435295.029251,180.68000000,180.69000000
1631435295.12922,180.68000000,180.69000000
1631435295.229197,180.68000000,180.69000000
1631435295.329424,180.68000000,180.69000000
1631435295.429358,180.68000000,180.69000000
1631435295.5292978,180.68000000,180.69000000
1631435295.6292748,180.68000000,180.69000000
1631435295.7292118,180.68000000,180.69000000
1631435295.8293629,180.68000000,180.69000000
1631435295.936675,180.68000000,180.69000000
1631435296.036594,180.68000000,180.69000000
1631435296.136096,180.68000000,180.69000000
1631435296.2366269,180.68000000,180.69000000
1631435296.335753,180.68000000,180.69000000
1631435296.436246,180.68000000,180.69000000
1631435296.536213,180.68000000,180.73000000
1631435296.637218,180.68000000,180.73000000
1631435296.737174,180.68000000,180.73000000
1631435296.8369658,180.68000000,180.70000000
1631435297.0376801,180.68000000,180.70000000
1631435297.137884,180.68000000,180.70000000
1631435297.241915,180.68000000,180.70000000
1631435297.346366,180.68000000,180.69000000
1631435297.442291,180.68000000,180.69000000
1631435297.542859,180.68000000,180.69000000
1631435297.644149,180.68000000,180.69000000
1631435297.742687,180.68000000,180.69000000
1631435297.8499572,180.68000000,180.69000000
1631435297.94331,180.68000000,180.69000000
1631435298.043411,180.68000000,180.69000000
1631435298.143533,180.68000000,180.69000000
1631435298.242825,180.68000000,180.69000000
1631435298.344204,180.68000000,180.69000000
1631435298.4435651,180.68000000,180.69000000
1631435298.5440378,180.68000000,180.69000000
1631435298.643191,180.68000000,180.69000000
1631435298.804193,180.68000000,180.69000000
1631435298.906861,180.68000000,180.69000000
1631435299.005996,180.68000000,180.69000000
1631435299.10898,180.68000000,180.69000000
1631435299.2052999,180.68000000,180.69000000
1631435299.30641,180.68000000,180.69000000
1631435299.405932,180.68000000,180.69000000
1631435299.50577,180.68000000,180.69000000
1631435299.6069062,180.68000000,180.69000000
1631435299.706445,180.68000000,180.69000000
1631435300.079387,180.68000000,180.69000000
1631435300.157177,180.68000000,180.69000000
1631435300.2575822,180.68000000,180.69000000
1631435300.357395,180.68000000,180.69000000
1631435300.45683,180.68000000,180.69000000
1631435300.560692,180.68000000,180.69000000
1631435300.6794019,180.68000000,180.69000000
1631435300.7623801,180.68000000,180.69000000
1631435300.8796139,180.68000000,180.69000000
1631435300.9614668,180.68000000,180.69000000
1631435301.079386,180.68000000,180.69000000
1631435301.179347,180.68000000,180.69000000
1631435301.262084,180.68000000,180.69000000
1631435301.3792331,180.68000000,180.69000000
1631435301.462414,180.68000000,180.69000000
1631435301.5621278,180.68000000,180.69000000
1631435301.6794271,180.68000000,180.69000000
1631435301.779409,180.68000000,180.69000000
1631435301.879308,180.68000000,180.69000000
1631435302.031096,180.68000000,180.69000000
1631435302.134232,180.68000000,180.69000000
1631435302.233373,180.68000000,180.69000000
1631435302.332009,180.68000000,180.69000000
